name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
Lady Million,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.9045.jpg,for women,3.61,10049,"white floral , sweet , honey , citrus , fruity , floral , patchouli , animalic , amber ",moderate,"['Raspberry', 'Neroli', 'Amalfi Lemon']","['Jasmine', 'African Orange flower', 'Gardenia']","['white honey', 'Patchouli', 'Amber']","{'very weak': 84, 'weak': 180, 'moderate': 758, 'long lasting': 922, 'eternal': 435}",,"{'female': 150, 'more female': 14, 'unisex': 5, 'more male': 0, 'male': 2}","{'way overpriced': 7, 'overpriced': 34, 'ok': 73, 'good value': 19, 'great value': 4}",,,,,,,,fall,"{'white floral': 100.0, 'sweet': 79.9642, 'honey': 75.3148, 'citrus': 61.5617, 'fruity': 60.7137, 'floral': 52.2702, 'patchouli': 49.0809, 'animalic': 45.8279, 'amber': 44.8775}"
The Dreamer,Versace,https://fimgs.net/mdimg/perfume/375x500.59417.jpg,for men,4.15,659,"white floral , aromatic , iris , amber , powdery , fresh spicy , woody , herbal , violet , soft spicy ",moderate,"['Juniper', 'Tarragon', 'Artemisia']","['iris', 'Lily', 'Flax']","['Tobacco blossom', 'Amber']","{'very weak': 23, 'weak': 43, 'moderate': 176, 'long lasting': 161, 'eternal': 19}",,"{'female': 0, 'more female': 6, 'unisex': 59, 'more male': 102, 'male': 59}","{'way overpriced': 0, 'overpriced': 5, 'ok': 26, 'good value': 78, 'great value': 113}",,,,,,,,spring,"{'white floral': 100.0, 'aromatic': 85.4669, 'iris': 73.155, 'amber': 66.1741, 'powdery': 61.3191, 'fresh spicy': 59.8277, 'woody': 56.718, 'herbal': 56.1786, 'violet': 51.5775, 'soft spicy': 50.7684}"
Memoir Woman,Amouage,https://fimgs.net/mdimg/perfume/375x500.10146.jpg,for women,4.23,3355,"warm spicy , amber , smoky , woody , leather , aromatic , musky , balsamic , white floral , fresh spicy ",strong,"['Wormwood', 'Cardamom', 'Pink Pepper', 'Mandarin Orange']","['Incense', 'Clove', 'Woodsy Notes', 'White Flowers', 'Rose', 'Pepper', 'Jasmine']","['Leather', 'French labdanum', 'Castoreum', 'Styrax', 'oak moss', 'Musk']","{'very weak': 53, 'weak': 37, 'moderate': 109, 'long lasting': 370, 'eternal': 398}",,"{'female': 28, 'more female': 27, 'unisex': 62, 'more male': 5, 'male': 0}","{'way overpriced': 14, 'overpriced': 22, 'ok': 42, 'good value': 11, 'great value': 6}",,,,,,,,winter,"{'warm spicy': 100.0, 'amber': 93.9014, 'smoky': 79.7518, 'woody': 70.5427, 'leather': 66.7638, 'aromatic': 57.6671, 'musky': 56.9689, 'balsamic': 56.5751, 'white floral': 56.3402, 'fresh spicy': 53.8253}"
Tonka Imperiale,Guerlain,https://fimgs.net/mdimg/perfume/375x500.8705.jpg,for women and men,4.4,2051,"sweet , amber , almond , vanilla , aromatic , tobacco , woody , nutty , fruity , warm spicy ",moderate,"['Bitter Almond', 'Rosemary', 'Bergamot']","['Tonka Bean', 'Tobacco', 'Jasmine']","['Incense', 'Cedar', 'Pine']","{'very weak': 51, 'weak': 57, 'moderate': 137, 'long lasting': 196, 'eternal': 67}",,"{'female': 9, 'more female': 15, 'unisex': 26, 'more male': 4, 'male': 0}","{'way overpriced': 8, 'overpriced': 21, 'ok': 15, 'good value': 1, 'great value': 1}",,,,,,,,fall,"{'sweet': 100.0, 'amber': 86.8006, 'almond': 86.1105, 'vanilla': 80.475, 'aromatic': 77.2513, 'tobacco': 69.2204, 'woody': 69.1961, 'nutty': 63.6663, 'fruity': 61.9773, 'warm spicy': 54.7909}"
Bombshell,Victoria's Secret,https://fimgs.net/mdimg/perfume/375x500.10190.jpg,for women,4.1,2470,"fruity , sweet , fresh , citrus , floral , tropical , white floral ",moderate,"['Passionfruit', 'Grapefruit', 'Pineapple', 'Tangerine', 'Big Strawberry']","['Peony', 'Vanilla orchid', 'Red Berries', 'Jasmine', 'Lily-of-the-Valley']","['Musk', 'Woody Notes', 'Oakmoss']","{'very weak': 93, 'weak': 145, 'moderate': 309, 'long lasting': 106, 'eternal': 43}",,"{'female': 73, 'more female': 17, 'unisex': 10, 'more male': 1, 'male': 1}","{'way overpriced': 12, 'overpriced': 20, 'ok': 38, 'good value': 18, 'great value': 6}",,,,,,,,summer,"{'fruity': 100.0, 'sweet': 90.7468, 'fresh': 78.8572, 'citrus': 78.2181, 'floral': 66.0985, 'tropical': 64.4023, 'white floral': 46.9944}"
Bouquet Ideale,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11800.jpg,for women,4.21,1381,"woody , vanilla , warm spicy , powdery , cinnamon , fresh spicy , balsamic , sweet , white floral , aromatic ",enormous,"['Cinnamon', 'Nutmeg']","['Guaiac Wood', 'Sandalwood', 'Virginia Cedar', 'Papyrus']","['Vanille', 'Coumarin', 'Tobacco blossom', 'French labdanum', 'Musk']","{'very weak': 44, 'weak': 38, 'moderate': 110, 'long lasting': 135, 'eternal': 99}",,"{'female': 29, 'more female': 21, 'unisex': 36, 'more male': 1, 'male': 0}","{'way overpriced': 17, 'overpriced': 24, 'ok': 24, 'good value': 3, 'great value': 1}",,,,,,,,fall,"{'woody': 100.0, 'vanilla': 70.4444, 'warm spicy': 63.8803, 'powdery': 57.1149, 'cinnamon': 54.6073, 'fresh spicy': 54.1379, 'balsamic': 49.8903, 'sweet': 47.4946, 'white floral': 45.0192, 'aromatic': 44.3352}"
Tresor In Love,Lancome,https://fimgs.net/mdimg/perfume/375x500.8019.jpg,for women,3.83,5161,"fruity , sweet , powdery , rose , fresh , violet , musky , floral ",moderate,"['Nectarine', 'Pear', 'Pink Pepper', 'Bergamot']","['Taif Rose', 'Peach', 'Violet', 'Jasmine']","['Musk', 'Virginia Cedar']","{'very weak': 90, 'weak': 186, 'moderate': 520, 'long lasting': 242, 'eternal': 89}",,"{'female': 66, 'more female': 3, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 7, 'overpriced': 8, 'ok': 28, 'good value': 7, 'great value': 2}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 82.5191, 'powdery': 81.2652, 'rose': 74.0994, 'fresh': 58.7258, 'violet': 49.8131, 'musky': 48.0137, 'floral': 44.3749}"
Midnight in Paris,Van Cleef & Arpels,https://fimgs.net/mdimg/perfume/375x500.9685.jpg,for men,4.26,4317,"amber , leather , vanilla , smoky , warm spicy , aromatic , balsamic , animalic , sweet , almond ",moderate,"['Leather', 'Bergamot', 'Amalfi Lemon', 'Holly', 'Rosemary']","['Tea', 'Styrax', 'Lily-of-the-Valley']","['Tonka Bean', 'Incense', 'Benzoin', 'Almond', 'Amber']","{'very weak': 96, 'weak': 97, 'moderate': 423, 'long lasting': 795, 'eternal': 192}",,"{'female': 1, 'more female': 2, 'unisex': 34, 'more male': 11, 'male': 10}","{'way overpriced': 3, 'overpriced': 0, 'ok': 16, 'good value': 14, 'great value': 6}",,,,,,,,fall,"{'amber': 100.0, 'leather': 59.2899, 'vanilla': 56.1424, 'smoky': 55.6678, 'warm spicy': 54.1603, 'aromatic': 49.8385, 'balsamic': 49.2912, 'animalic': 46.8345, 'sweet': 46.6855, 'almond': 45.7375}"
212 VIP,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.10126.jpg,for women,3.87,4252,"vanilla , rum , sweet , tropical , fruity , white floral , powdery , musky , woody , fresh ",moderate,"['Rum', 'Passionfruit']","['Gardenia', 'Musk']","['Vanille', 'Tonka Bean']","{'very weak': 45, 'weak': 88, 'moderate': 324, 'long lasting': 472, 'eternal': 183}",,"{'female': 38, 'more female': 10, 'unisex': 5, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 10, 'ok': 25, 'good value': 5, 'great value': 0}",,,,,,,,fall,"{'vanilla': 100.0, 'rum': 86.534, 'sweet': 86.4512, 'tropical': 66.2545, 'fruity': 61.0753, 'white floral': 56.0572, 'powdery': 55.6889, 'musky': 51.2693, 'woody': 51.2003, 'fresh': 50.7169}"
Voyage d'Hermes,Hermès,https://fimgs.net/mdimg/perfume/375x500.7916.jpg,for women and men,4.15,3304,"warm spicy , citrus , green , aromatic , woody , fresh , musky ",moderate,"['Cardamom', 'Amalfi Lemon', 'Spices']","['Tea', 'Green Notes', 'Floral Notes']","['Woodsy Notes', 'Musk']","{'very weak': 75, 'weak': 184, 'moderate': 387, 'long lasting': 135, 'eternal': 43}",,"{'female': 2, 'more female': 1, 'unisex': 31, 'more male': 10, 'male': 9}","{'way overpriced': 3, 'overpriced': 8, 'ok': 21, 'good value': 4, 'great value': 1}",,,,,,,,spring,"{'warm spicy': 100.0, 'citrus': 73.0709, 'green': 70.2955, 'aromatic': 67.0314, 'woody': 55.8338, 'fresh': 46.9142, 'musky': 45.1861}"
Dior Homme Intense 2011,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.13016.jpg,for men,4.49,8172,"iris , powdery , woody , earthy , violet , floral , aromatic , musky , lavender , fruity ",strong,['Lavender'],"['iris', 'Ambrette (Musk Mallow)', 'Pear']","['Virginia Cedar', 'Vetiver']","{'very weak': 163, 'weak': 161, 'moderate': 448, 'long lasting': 1550, 'eternal': 1696}",,"{'female': 10, 'more female': 11, 'unisex': 160, 'more male': 224, 'male': 166}","{'way overpriced': 32, 'overpriced': 99, 'ok': 261, 'good value': 83, 'great value': 20}",,,,,,,,fall and winter,"{'iris': 100.0, 'powdery': 75.8649, 'woody': 73.8117, 'earthy': 66.989, 'violet': 65.0, 'floral': 63.4453, 'aromatic': 62.3249, 'musky': 61.2276, 'lavender': 60.2459, 'fruity': 45.1487}"
Prada Candy,Prada,https://fimgs.net/mdimg/perfume/375x500.12426.jpg,for women,3.79,10730,"caramel , powdery , amber , sweet , vanilla , musky , warm spicy , balsamic ",moderate,['Caramel'],"['Musk', 'Powdery Notes']","['Benzoin', 'Vanilla']","{'very weak': 337, 'weak': 456, 'moderate': 1132, 'long lasting': 542, 'eternal': 237}",,"{'female': 191, 'more female': 16, 'unisex': 9, 'more male': 0, 'male': 0}","{'way overpriced': 30, 'overpriced': 60, 'ok': 87, 'good value': 19, 'great value': 2}",,,,,,,,fall,"{'caramel': 100.0, 'powdery': 69.3491, 'amber': 66.3791, 'sweet': 63.5806, 'vanilla': 57.9255, 'musky': 55.4207, 'warm spicy': 48.1896, 'balsamic': 46.5548}"
Le Parfum,Elie Saab,https://fimgs.net/mdimg/perfume/375x500.12258.jpg,for women,4.03,6894,"white floral , honey , sweet , floral , woody , citrus , patchouli ",strong,['African Orange flower'],['Jasmine'],"['white honey', 'Patchouli', 'Rose', 'Virginia Cedar']","{'very weak': 87, 'weak': 121, 'moderate': 489, 'long lasting': 832, 'eternal': 348}",,"{'female': 151, 'more female': 19, 'unisex': 6, 'more male': 0, 'male': 1}","{'way overpriced': 9, 'overpriced': 20, 'ok': 74, 'good value': 46, 'great value': 12}",,,,,,,,fall and spring,"{'white floral': 100.0, 'honey': 60.693, 'sweet': 55.9538, 'floral': 49.0296, 'woody': 48.8479, 'citrus': 48.1611, 'patchouli': 45.7686}"
Dior Homme,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.13015.jpg,for men,4.41,5088,"iris , cacao , powdery , earthy , aromatic , woody , warm spicy , violet , leather , lavender ",moderate,"['Lavender', 'Bergamot', 'Sage']","['iris', 'Cacao', 'Amber']","['Leather', 'Vetiver', 'Patchouli']","{'very weak': 99, 'weak': 174, 'moderate': 550, 'long lasting': 939, 'eternal': 185}",,"{'female': 5, 'more female': 3, 'unisex': 56, 'more male': 94, 'male': 59}","{'way overpriced': 8, 'overpriced': 44, 'ok': 87, 'good value': 45, 'great value': 11}",,,,,,,,spring,"{'iris': 100.0, 'cacao': 78.2231, 'powdery': 76.8324, 'earthy': 74.0207, 'aromatic': 68.2645, 'woody': 65.9138, 'warm spicy': 65.1932, 'violet': 65.0, 'leather': 64.7786, 'lavender': 59.8275}"
Jimmy Choo,Jimmy Choo,https://fimgs.net/mdimg/perfume/375x500.10573.jpg,for women,3.82,6358,"sweet , patchouli , fruity , woody , warm spicy , caramel , earthy , green , floral , aquatic ",moderate,"['Pear', 'Mandarin Orange', 'Green Notes']",['Orchid'],"['Toffee', 'Patchouli']","{'very weak': 95, 'weak': 136, 'moderate': 576, 'long lasting': 711, 'eternal': 257}",,"{'female': 137, 'more female': 22, 'unisex': 13, 'more male': 0, 'male': 1}","{'way overpriced': 3, 'overpriced': 13, 'ok': 60, 'good value': 74, 'great value': 14}",,,,,,,,fall,"{'sweet': 100.0, 'patchouli': 76.7225, 'fruity': 63.2392, 'woody': 58.0335, 'warm spicy': 53.3612, 'caramel': 49.1632, 'earthy': 48.689, 'green': 47.9219, 'floral': 47.6546, 'aquatic': 45.8903}"
Tresor Midnight Rose,Lancome,https://fimgs.net/mdimg/perfume/375x500.11721.jpg,for women,3.96,7931,"fruity , rose , sweet , soft spicy , aromatic , green , fresh , woody , floral , musky ",strong,"['Raspberry', 'Rose']","['Cassis', 'Pink Pepper', 'Peony', 'Jasmine']","['Vanille', 'Musk', 'Virginia Cedar']","{'very weak': 73, 'weak': 119, 'moderate': 482, 'long lasting': 913, 'eternal': 565}",,"{'female': 152, 'more female': 6, 'unisex': 3, 'more male': 1, 'male': 1}","{'way overpriced': 5, 'overpriced': 23, 'ok': 95, 'good value': 21, 'great value': 3}",,,,,,,,fall,"{'fruity': 100.0, 'rose': 74.6476, 'sweet': 72.2274, 'soft spicy': 62.0835, 'aromatic': 55.5291, 'green': 50.242, 'fresh': 50.2242, 'woody': 50.2222, 'floral': 49.9799, 'musky': 46.6896}"
Lira,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11801.jpg,for women,4.32,2327,"citrus , caramel , vanilla , sweet , cinnamon , soft spicy , fresh spicy , powdery , warm spicy , balsamic ",strong,"['Blood Orange', 'Bergamot', 'Lavender']","['Cinnamon', 'Licorice', 'Jasmine']","['Caramel', 'Vanille', 'Musk']","{'very weak': 45, 'weak': 62, 'moderate': 154, 'long lasting': 253, 'eternal': 205}",,"{'female': 94, 'more female': 40, 'unisex': 18, 'more male': 3, 'male': 1}","{'way overpriced': 31, 'overpriced': 56, 'ok': 29, 'good value': 13, 'great value': 3}",,,,,,,,fall and winter,"{'citrus': 100.0, 'caramel': 95.1993, 'vanilla': 92.4745, 'sweet': 84.9231, 'cinnamon': 59.8424, 'soft spicy': 57.9676, 'fresh spicy': 56.1057, 'powdery': 55.9889, 'warm spicy': 53.874, 'balsamic': 50.7178}"
CK One Shock For Him,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.12520.jpg,for men,4.08,3853,"tobacco , warm spicy , amber , sweet , fresh spicy , aromatic , woody , patchouli , lavender , citrus ",moderate,"['Lavender', 'Clementine', 'Cucumber']","['Cardamom', 'Pepper', 'Basil', 'Osmanthus']","['Tobacco', 'Amber', 'Patchouli', 'Woodsy Notes', 'Musk']","{'very weak': 126, 'weak': 178, 'moderate': 741, 'long lasting': 783, 'eternal': 132}",,"{'female': 1, 'more female': 1, 'unisex': 27, 'more male': 92, 'male': 145}","{'way overpriced': 3, 'overpriced': 2, 'ok': 17, 'good value': 62, 'great value': 172}",,,,,,,,fall,"{'tobacco': 100.0, 'warm spicy': 85.6082, 'amber': 80.097, 'sweet': 78.4019, 'fresh spicy': 74.335, 'aromatic': 66.7343, 'woody': 66.4, 'patchouli': 60.4552, 'lavender': 57.1119, 'citrus': 56.1194}"
Roses Vanille,Mancera,https://fimgs.net/mdimg/perfume/375x500.15210.jpg,for women,4.08,2349,"vanilla , rose , sweet , powdery , musky , floral , woody ",enormous,"['Lemon', 'Water Notes']","['Rose', 'Sugar']","['Vanilla', 'Sugar', 'White Musk', 'Cedar']","{'very weak': 38, 'weak': 56, 'moderate': 130, 'long lasting': 296, 'eternal': 486}",,"{'female': 116, 'more female': 52, 'unisex': 40, 'more male': 1, 'male': 1}","{'way overpriced': 7, 'overpriced': 26, 'ok': 105, 'good value': 40, 'great value': 8}",,,,,,,,fall,"{'vanilla': 100.0, 'rose': 82.9987, 'sweet': 82.7125, 'powdery': 59.1883, 'musky': 50.8178, 'floral': 45.8996, 'woody': 45.7001}"
Legend,Montblanc,https://fimgs.net/mdimg/perfume/375x500.11784.jpg,for men,3.97,3327,"fruity , sweet , aromatic , lavender , fresh spicy , citrus , woody , vanilla , herbal , fresh ",moderate,"['Lavender', 'Pineapple', 'Bergamot', 'Lemon Verbena']","['Red Apple', 'Dried Fruits', 'oak moss', 'Geranium', 'Coumarin', 'Rose']","['Tonka Bean', 'Sandalwood']","{'very weak': 96, 'weak': 197, 'moderate': 740, 'long lasting': 309, 'eternal': 82}",,"{'female': 1, 'more female': 1, 'unisex': 8, 'more male': 38, 'male': 126}","{'way overpriced': 4, 'overpriced': 12, 'ok': 39, 'good value': 69, 'great value': 29}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 91.538, 'aromatic': 78.8677, 'lavender': 69.0474, 'fresh spicy': 67.3415, 'citrus': 63.9135, 'woody': 63.693, 'vanilla': 49.7053, 'herbal': 48.3043, 'fresh': 48.2621}"
Un Jardin Sur Le Toit,Hermès,https://fimgs.net/mdimg/perfume/375x500.11502.jpg,for women and men,4.09,4585,"green , fresh , fruity , rose , sweet , floral , aromatic , fresh spicy ",moderate,[],"['Grass', 'Red Apple', 'Rose', 'Pear', 'Rosemary', 'Magnolia']",[],"{'very weak': 92, 'weak': 173, 'moderate': 517, 'long lasting': 285, 'eternal': 100}",,"{'female': 19, 'more female': 32, 'unisex': 40, 'more male': 0, 'male': 1}","{'way overpriced': 2, 'overpriced': 26, 'ok': 34, 'good value': 7, 'great value': 2}",,,,,,,,spring,"{'green': 100.0, 'fresh': 94.8591, 'fruity': 82.5602, 'rose': 60.7706, 'sweet': 57.4934, 'floral': 57.0556, 'aromatic': 53.7346, 'fresh spicy': 48.9877}"
212 VIP Men,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.12865.jpg,for men,4.14,3143,"aromatic , vodka , warm spicy , fresh spicy , woody , green , tropical , citrus , sweet , fruity ",strong,"['Passionfruit', 'Lime', 'Pepper', 'Ginger']","['Vodka', 'Gin', 'Mint', 'Spices']","['Amber', 'Leather', 'Woodsy Notes']","{'very weak': 63, 'weak': 75, 'moderate': 350, 'long lasting': 713, 'eternal': 254}",,"{'female': 1, 'more female': 1, 'unisex': 17, 'more male': 26, 'male': 69}","{'way overpriced': 3, 'overpriced': 21, 'ok': 52, 'good value': 19, 'great value': 3}",,,,,,,,fall,"{'aromatic': 100.0, 'vodka': 98.8511, 'warm spicy': 95.0733, 'fresh spicy': 89.124, 'woody': 85.3419, 'green': 76.8291, 'tropical': 76.0632, 'citrus': 70.8058, 'sweet': 69.9528, 'fruity': 69.4827}"
Chocolate Covered Cherry,Bath and Body Works,https://fimgs.net/mdimg/perfume/375x500.65370.jpg,for women,3.83,6,"cherry , sweet , chocolate , warm spicy , alcohol , cacao , nutty , fruity ",moderate,[],"['Cherry', 'Chocolate', 'Liquor']",[],"{'very weak': 1, 'weak': 1, 'moderate': 2, 'long lasting': 0, 'eternal': 0}",,"{'female': 2, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 4}",,,,,,,,winter,"{'cherry': 100.0, 'sweet': 93.0, 'chocolate': 86.0, 'warm spicy': 65.0, 'alcohol': 59.4, 'cacao': 51.0, 'nutty': 47.5, 'fruity': 44.0}"
Laudano Nero,Tiziana Terenzi,https://fimgs.net/mdimg/perfume/375x500.24684.jpg,for women and men,4.13,1693,"woody , amber , smoky , aromatic , warm spicy , sweet , fresh spicy , oud , balsamic , tobacco ",enormous,"['Cognac', 'Tobacco', 'Amber', 'Wormwood', 'Rosemary', 'Myrtle']","['Ash', 'Black locust Honey', 'Cedar', 'Slate', 'Sandalwood', 'Rosemary', 'iris', 'Red Rose']","['Incense', 'Agarwood (Oud)', 'Labdanum', 'Oak', 'Camphor', 'Laurels', 'Vanilla', 'Cashmere Musk', 'Musk', 'Vetiver']","{'very weak': 41, 'weak': 38, 'moderate': 84, 'long lasting': 200, 'eternal': 539}",,"{'female': 3, 'more female': 5, 'unisex': 34, 'more male': 45, 'male': 49}","{'way overpriced': 8, 'overpriced': 14, 'ok': 44, 'good value': 27, 'great value': 25}",,,,,,,,winter,"{'woody': 100.0, 'amber': 93.699, 'smoky': 68.6521, 'aromatic': 60.7839, 'warm spicy': 56.8639, 'sweet': 56.7632, 'fresh spicy': 54.8777, 'oud': 54.4144, 'balsamic': 51.552, 'tobacco': 50.7482}"
La Capitale,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.55782.jpg,for women and men,4.13,187,"fruity , sweet , amber , warm spicy , leather , caramel , vanilla , animalic , powdery ",enormous,"['Strawberry', 'Caramel', 'Peach', 'Labdanum']","['Saffron', 'Leather', 'Amber', 'Ginger', 'Rose']","['Bourbon Vanilla', 'Benzoin']","{'very weak': 5, 'weak': 9, 'moderate': 20, 'long lasting': 25, 'eternal': 27}",,"{'female': 13, 'more female': 16, 'unisex': 8, 'more male': 2, 'male': 0}","{'way overpriced': 7, 'overpriced': 13, 'ok': 9, 'good value': 3, 'great value': 0}",,,,,,,,fall and winter,"{'fruity': 100.0, 'sweet': 92.341, 'amber': 85.2163, 'warm spicy': 79.0416, 'leather': 73.1043, 'caramel': 65.6234, 'vanilla': 57.43, 'animalic': 49.6522, 'powdery': 46.3868}"
